phi_composition_average,AtomicNumber_min_value,AtomicWeight_min_value,k_condition,Number_min_value,BCCvolume_padiff_composition_average,ThermalExpansionCoefficient_min_value,ElectronAffinity_difference,ShearModulus_composition_average,CovalentRadius_max_value,phi_max_value,BulkModulus_min_value,NUnfilled_composition_average,ICSDVolume_max_value,BCCfermi_max_value,HeatFusion_max_value,NpValence_composition_average,valence_composition_average,NValance_composition_average,IsBoron_arithmetic_average,CovalentRadius_arithmetic_average,n_ws^third_difference,ThermalConductivity_composition_average,GSenergy_pa_composition_average,IonizationEnergy_min_value
3.579857142857142,11.0,22.98976928,400,11.0,-2.25214285714,11.0,0.0,15.422,176.0,4.4,6.3,2.008571428571429,44.1,8.38916182,19.79,1.4285714285714286,3.42,7.705714285714286,0.25,150.5,0.57,129.48,-3.1287447920142566,495.8
1.4047999999999998,8.0,15.9994,700,8.0,-1.258966896572,7.3,0.0,16.9384,176.0,4.45,17.0,2.22,44.1,8.46315729,30.0,2.412,3.004,5.5,0.0,138.6,0.7299999999999999,41.13944,-5.060246590526639,589.8
4.355833333333334,22.0,47.867,300,22.0,-2.685416666666667,5.7,101.0,44.75,175.0,5.2,58.0,4.666666666666666,27.0,9.05054728,27.2,0.6666666666666666,3.666666666666666,10.033333333333337,0.0,154.6,0.51,59.82833333333333,-5.9083564425000015,642.0
1.8428571428571427,8.0,15.9994,700,8.0,-0.9633333332857142,13.0,88.39999999999998,21.9,166.0,5.1,6.3,2.142857142857143,39.7,6.14041474,16.2,2.2857142857142856,2.142857142857143,6.142857142857142,0.0,119.33333333333334,0.93,48.86708571428571,-4.921169613332856,495.8
2.571565,3.0,6.941,700,3.0,-0.8836293333292999,13.4,81.3,37.13122,128.0,5.2,11.0,1.9879,21.6,5.09579251,17.48,2.0,2.4758,7.8911,0.0,106.0,0.77,45.4111,-5.107073341814001,520.0
4.265,28.0,58.6934,300,28.0,-2.77,5.7,20.0,42.21999999999999,190.0,5.2,41.0,4.673333333333333,32.9,9.05054728,21.0,0.68,3.6600000000000006,9.326666666666664,0.0,153.4,0.54,59.32599999999999,-5.9782337660666665,616.0
1.7671428571428571,51.0,121.76,1000,51.0,-3.2628809522214284,5.2,140.15,15.514285714285714,207.0,4.4,28.0,5.092857142857143,37.4,8.38916182,19.79,2.192857142857143,4.621428571428573,10.335714285714284,0.0,161.33333333333334,0.08000000000000007,9.166785714285714,-3.9974696390492137,538.1
2.5971800000000003,3.0,6.941,1000,3.0,-0.8826119999995999,13.4,81.3,37.91384,128.0,5.2,11.0,1.9988,21.6,5.09579251,17.48,2.0,2.4976000000000003,7.9892,0.0,106.0,0.77,45.4765,-5.147146512308001,520.0
3.8666666666666667,12.0,24.305,300,12.0,-1.95,2.6,0.0,11.333333333333336,141.0,4.7,45.0,1.3333333333333333,23.4,9.91441468,50.21,0.6666666666666666,2.6666666666666665,2.6666666666666665,0.0,126.0,0.3300000000000001,153.33333333333334,-2.836487541666667,737.7
4.382298195631529,14.0,28.0855,300,14.0,-4.372062678062678,2.6,0.0,3.3804368471035136,215.0,5.15,9.6,3.0993352326685666,62.8,9.91441468,50.21,1.5008547008547009,3.5984805318138653,5.74624881291548,0.0,154.0,0.76,144.80645773979106,-4.6766288408917385,502.9
1.3559799713876968,52.0,127.6,400,52.0,-3.4537279444921314,5.2,140.15,15.144492131616595,207.0,3.17,28.0,4.994277539341917,37.4,7.95791419,17.38,2.28898426323319,4.716738197424894,10.439198855507867,0.0,172.5,0.0,7.119456366237482,-3.9053752675007147,538.1
1.9928571428571429,42.0,95.96,700,42.0,-3.693333333142857,4.8,94.15,17.714285714285715,154.0,4.65,65.0,3.7142857142857135,33.9,8.63699786,37.48,2.2857142857142856,6.0,11.714285714285715,0.0,146.0,0.0,60.485714285714295,-6.443361905240001,684.9
2.05,8.0,15.9994,1000,8.0,-0.7875,30.2,0.0,21.5,122.0,4.1,70.0,1.0,17.3,3.91507328,7.068,2.0,2.0,9.0,0.0,94.0,0.0,58.1337,-2.99839591,906.4
1.4132,8.0,15.9994,700,8.0,-1.22385057474,9.4,0.0,17.372,194.0,4.45,17.0,2.3,44.1,7.57494268,12.91,2.4,3.04,5.58,0.0,143.75,0.7000000000000001,37.94644,-5.101471868701402,564.0
1.4976190476190476,16.0,32.065,700,16.0,-6.692351190476191,8.6,180.42,12.190476190476188,160.0,4.15,7.7,3.571428571428571,35.3,8.46315729,14.15,2.9047619047619047,5.3809523809523805,8.809523809523807,0.0,137.66666666666669,0.3600000000000001,6.505095238095237,-4.9552874354166665,658.0
1.5471428571428572,8.0,15.9994,300,8.0,-0.9671428571428572,6.9,91.1,11.428571428571427,201.0,4.45,32.0,4.142857142857142,34.2,4.378739700000001,13.6,2.2857142857142856,2.2857142857142856,6.7142857142857135,0.0,133.0,0.27,62.1528,-4.604646445714286,530.0
2.4137500000000003,8.0,15.9994,1000,8.0,-0.81775,8.2,371.1,46.175,142.0,5.4,45.0,1.925,23.4,7.36882436,26.59,2.0,2.9000000000000004,7.825,0.0,120.25,0.5900000000000001,138.0337,-4.9691867072500004,720.0
4.204588394062078,27.0,58.6934,400,27.0,-2.8642442645074224,5.7,71.0,40.03373819163293,175.0,5.2,58.0,4.632928475033738,27.0,9.05054728,21.0,0.6747638326585695,3.6072874493927127,9.39136302294197,0.0,139.20000000000002,0.51,80.57759784075573,-5.89968449351552,660.0
4.564615384615385,27.0,58.933195,300,27.0,-3.2503076923076923,11.0,72.0,33.230769230769226,142.0,5.1,42.0,3.0307692307692307,30.2,8.39826763,19.79,2.230769230769231,4.476923076923077,13.492307692307694,0.3333333333333333,135.66666666666669,0.5800000000000001,43.815384615384616,-4.824406470769231,558.3
4.086296296296296,31.0,69.723,400,31.0,-2.596851851851852,5.7,0.0,0.725925925925926,215.0,4.55,9.6,3.703703703703704,62.8,4.38004256,36.94,1.4074074074074074,3.4074074074074074,11.925925925925926,0.3333333333333333,152.33333333333334,0.56,48.03333333333333,-3.7419527642592585,502.9
1.2475,8.0,15.9994,300,8.0,-1.3035,7.3,0.0,9.84,195.0,4.05,110.0,2.77,56.0,4.90182207,30.0,2.4,2.43,4.83,0.0,146.25,0.7999999999999999,6.20044,-4.8152261193,549.5
4.265,28.0,58.6934,400,28.0,-2.77,5.7,20.0,42.21999999999999,190.0,5.2,41.0,4.673333333333333,32.9,9.05054728,21.0,0.68,3.6600000000000006,9.326666666666664,0.0,153.4,0.54,59.32599999999999,-5.9782337660666665,616.0
2.0504999999999995,8.0,15.9994,300,8.0,-0.7863,23.1,96.1,21.415,122.0,4.2,70.0,1.025,17.3,7.76407342,10.71,2.005,2.005,8.954999999999998,0.3333333333333333,103.0,0.06999999999999984,58.7387,-3.0109230260250004,577.6
1.6232,8.0,15.9994,300,8.0,-0.9872,5.2,309.1,17.484,207.0,5.1,28.0,3.24,56.0,7.77495265,16.2,2.4,2.3600000000000003,5.960000000000001,0.0,148.5,0.91,22.461640000000006,-5.1258729056,538.1
1.21926,8.0,15.9994,1000,8.0,-1.29866,6.9,0.0,9.068,201.0,3.8,32.0,2.8680000000000003,56.0,3.44641484,14.15,2.4,2.366,4.868,0.0,155.5,0.68,5.0628400000000005,-4.643245510480001,530.0
2.26,8.0,15.9994,700,8.0,-0.889875,4.9,371.1,39.525,141.0,4.65,45.0,2.675,23.4,7.97704267,21.0,2.0,2.95,7.2,0.0,119.5,0.56,124.58745,-5.575445739625,652.8
1.2155999999999998,8.0,15.9994,1000,8.0,-1.2986,6.9,0.0,8.9,201.0,3.8,32.0,2.88,56.0,3.44641484,14.15,2.4,2.3600000000000003,4.880000000000001,0.0,155.5,0.68,5.0304400000000005,-4.6251682558,530.0
1.4,8.0,15.9994,700,8.0,-1.2505172414,21.7,0.0,17.08,176.0,4.45,17.0,2.2,44.1,7.57494268,12.91,2.4,3.0,5.4,0.0,127.0,0.7000000000000001,41.72444,-5.047854106068,589.8
4.086296296296296,31.0,69.723,1000,31.0,-2.596851851851852,5.7,0.0,0.725925925925926,215.0,4.55,9.6,3.703703703703704,62.8,4.38004256,36.94,1.4074074074074074,3.4074074074074074,11.925925925925926,0.3333333333333333,152.33333333333334,0.56,48.03333333333333,-3.7419527642592585,502.9
2.036,11.0,22.98976928,300,11.0,-3.271599999855,18.8,142.26,9.8545,166.0,4.1,6.3,2.97,39.7,8.30350334,17.38,2.9799999999999995,4.97,21.73,0.0,142.5,0.33,19.85875,-3.38618988131805,495.8
3.8663916666666673,12.0,24.305,400,12.0,-1.948605,2.6,0.0,11.339333333333334,148.0,4.7,31.0,1.3328333333333335,35.3,9.91441468,50.21,0.6671666666666667,2.6671666666666667,2.6791666666666667,0.0,133.33333333333334,0.3400000000000001,153.26326833333334,-2.835761929864167,703.3
1.21926,8.0,15.9994,400,8.0,-1.29866,6.9,0.0,9.068,201.0,3.8,32.0,2.8680000000000003,56.0,3.44641484,14.15,2.4,2.366,4.868,0.0,155.5,0.68,5.0628400000000005,-4.643245510480001,530.0
1.25,8.0,15.9994,1000,8.0,-1.305,7.3,0.0,9.78,195.0,4.05,110.0,2.76,56.0,4.90182207,30.0,2.4,2.44,4.84,0.0,146.25,0.7999999999999999,6.518440000000001,-4.8384070634,549.5
4.270666666666667,28.0,58.6934,700,28.0,-2.827033333333333,5.7,71.0,42.36666666666667,175.0,5.2,58.0,4.66,27.0,9.05054728,30.0,0.6666666666666666,3.6733333333333333,9.34,0.0,150.5,0.51,60.20666666666666,-6.028092491500001,660.0
3.581785714285714,11.0,22.98976928,1000,11.0,-2.24035714285,11.0,0.0,15.369285714285715,176.0,4.4,6.3,2.021428571428572,44.1,8.38916182,19.79,1.4285714285714286,3.4071428571428566,7.692857142857143,0.25,150.5,0.57,128.72142857142856,-3.1198979439642143,495.8
1.5492857142857142,8.0,15.9994,400,8.0,-0.9671428571428572,6.9,91.1,11.508571428571427,201.0,5.2,32.0,4.145714285714286,34.2,5.09579251,17.48,2.2857142857142856,2.2885714285714283,6.711428571428571,0.0,130.75,0.55,61.26622857142856,-4.609976930714286,530.0
3.581785714285714,11.0,22.98976928,300,11.0,-2.24035714285,11.0,0.0,15.369285714285715,176.0,4.4,6.3,2.021428571428572,44.1,8.38916182,19.79,1.4285714285714286,3.4071428571428566,7.692857142857143,0.25,150.5,0.57,128.72142857142856,-3.1198979439642143,495.8
3.8666666666666667,12.0,24.305,300,12.0,-1.95,2.6,0.0,11.333333333333336,141.0,4.7,45.0,1.3333333333333333,23.4,9.91441468,50.21,0.6666666666666666,2.6666666666666665,2.6666666666666665,0.0,126.0,0.3300000000000001,153.33333333333334,-2.836487541666667,737.7
2.048,52.0,127.6,300,52.0,-3.3313666665,18.8,160.15,10.772,146.0,4.1,43.0,3.01,33.9,8.30350334,17.38,2.99,4.99,21.99,0.3333333333333333,143.0,0.029999999999999805,18.933,-3.371602537535,589.3
1.2904,8.0,15.9994,400,8.0,-1.2086,20.6,0.0,2.196,215.0,4.1,9.6,2.0,62.8,8.30350334,7.43,2.8,2.4000000000000004,9.6,0.0,155.5,0.33999999999999986,9.71084,-3.9453288242,502.9
4.7767800000000005,14.0,28.0855,300,14.0,-3.8865366666666663,2.6,109.6,27.32866666666667,132.0,5.1,100.0,3.999333333333333,20.0,9.91441468,50.21,1.3333333333333333,4.664666666666666,5.334,0.0,123.0,0.27,125.4132,-6.377636726523333,758.0
1.4127999999999998,8.0,15.9994,700,8.0,-1.2283172414,6.9,0.0,17.252,201.0,4.45,17.0,2.4,44.1,7.57494268,12.91,2.4,3.02,5.48,0.0,145.5,0.7000000000000001,38.05444,-5.1041345415679995,530.0
1.25,8.0,15.9994,300,8.0,-1.305,7.3,0.0,9.78,195.0,4.05,110.0,2.76,56.0,4.90182207,30.0,2.4,2.44,4.84,0.0,146.25,0.7999999999999999,6.518440000000001,-4.8384070634,549.5
1.2357142857142858,8.0,15.9994,400,8.0,-1.3742857142857143,7.3,0.0,7.857142857142858,195.0,4.05,110.0,2.257142857142857,56.0,4.90182207,30.0,2.2857142857142856,2.3142857142857136,4.6,0.0,146.25,0.7999999999999999,5.198514285714285,-4.375948688857143,549.5
2.252173913043478,32.0,72.64,700,32.0,-5.078297101282608,5.7,89.15,11.26086956521739,145.0,4.55,42.0,2.739130434782609,33.9,8.38916182,36.94,2.9347826086956523,4.934782608695652,14.869565217391305,0.0,135.5,0.1100000000000001,52.875,-3.725454296052392,731.0
1.5492857142857142,8.0,15.9994,1000,8.0,-0.9671428571428572,6.9,91.1,11.508571428571427,201.0,5.2,32.0,4.145714285714286,34.2,5.09579251,17.48,2.2857142857142856,2.2885714285714283,6.711428571428571,0.0,130.75,0.55,61.26622857142856,-4.609976930714286,530.0
1.4,8.0,15.9994,1000,8.0,-1.2505172414,21.7,0.0,17.08,176.0,4.45,17.0,2.2,44.1,7.57494268,12.91,2.4,3.0,5.4,0.0,127.0,0.7000000000000001,41.72444,-5.047854106068,589.8
1.5678,8.0,15.9994,1000,8.0,-1.04926,5.7,112.1,0.0,142.0,4.55,0.0,3.188,26.1,8.39826763,36.94,2.812,2.412,8.812000000000001,0.3333333333333333,109.33333333333334,0.20000000000000015,32.540040000000005,-3.9441867780199997,558.3
2.0525,8.0,15.9994,300,8.0,-0.7815,23.1,96.1,21.075,122.0,4.2,70.0,1.125,17.3,7.76407342,10.71,2.025,2.025,8.774999999999999,0.3333333333333333,103.0,0.06999999999999984,61.15869999999999,-3.061031490125,577.6
2.05025,8.0,15.9994,300,8.0,-0.7868999999999999,23.1,96.1,21.4575,122.0,4.2,70.0,1.0125,17.3,7.76407342,10.71,2.0025,2.0025,8.9775,0.3333333333333333,103.0,0.06999999999999984,58.4362,-3.0046594680124996,577.6
2.05025,8.0,15.9994,400,8.0,-0.7868999999999999,23.1,96.1,21.4575,122.0,4.2,70.0,1.0125,17.3,7.76407342,10.71,2.0025,2.0025,8.9775,0.3333333333333333,103.0,0.06999999999999984,58.4362,-3.0046594680124996,577.6
1.4134,8.0,15.9994,1000,8.0,-1.2197839080600001,9.8,0.0,17.451999999999998,192.0,4.45,17.0,2.26,44.1,7.57494268,12.91,2.4,3.02,5.62,0.0,143.25,0.7000000000000001,38.04844,-5.1004358523014,581.0
3.6605769230769236,11.0,22.98976928,700,11.0,-2.3431410256346155,11.0,0.0,15.998076923076924,176.0,4.4,6.3,2.173076923076924,44.1,8.38916182,19.79,1.5384615384615383,3.5192307692307687,8.134615384615385,0.25,150.5,0.57,123.46538461538462,-3.2126650815063464,495.8
3.85,12.0,24.305,1000,12.0,-1.7200662251655627,2.6,0.0,11.456953642384105,145.0,4.7,45.0,1.3311258278145697,23.4,9.91441468,50.21,0.6622516556291391,2.66225165562914,4.04635761589404,0.0,129.25,0.3300000000000001,143.4900662251656,-2.728880500728477,731.0
1.1631999999999998,8.0,15.9994,300,8.0,-1.2727999999999997,7.3,0.0,9.070222222222222,215.0,4.05,9.6,2.888888888888889,62.8,4.90182207,30.0,2.6666666666666665,2.666666666666667,5.333333333333334,0.0,160.0,0.8299999999999998,13.14818888888889,-5.611564940822222,502.9
4.086296296296296,31.0,69.723,1000,31.0,-2.596851851851852,5.7,0.0,0.725925925925926,215.0,4.55,9.6,3.703703703703704,62.8,4.38004256,36.94,1.4074074074074074,3.4074074074074074,11.925925925925926,0.3333333333333333,152.33333333333334,0.56,48.03333333333333,-3.7419527642592585,502.9
4.3100000000000005,22.0,47.867,700,22.0,-2.775,5.7,101.0,42.66666666666666,175.0,5.2,58.0,4.666666666666666,27.0,9.05054728,27.2,0.6666666666666666,3.666666666666666,11.2,0.0,154.6,0.51,59.98666666666666,-6.154173413333334,642.0
4.3375,22.0,47.867,400,22.0,-2.72125,5.7,101.0,43.91666666666666,175.0,5.2,58.0,4.666666666666666,27.0,9.05054728,27.2,0.6666666666666666,3.666666666666666,10.5,0.0,154.6,0.51,59.89166666666666,-6.0066832308333336,642.0
4.670504,5.0,10.811,400,5.0,-5.497449199999998,2.6,106.6,0.0,120.0,5.3,100.0,4.0008,22.2,10.25960696,50.21,1.9992,3.9992,5.9975999999999985,0.3333333333333333,105.0,0.3799999999999999,130.297296,-5.264273957672937,762.1
2.3937500000000003,16.0,32.065,300,16.0,-5.0821875,4.8,104.42,17.0,154.0,5.2,7.7,3.5,25.7,8.63699786,37.48,2.0,5.625,6.5,0.0,127.66666666666669,0.020000000000000014,63.222,-6.809189344375,684.9
1.3626,8.0,15.9994,300,8.0,-1.2577655172600002,21.7,0.0,15.718,187.0,4.45,17.0,2.1,44.1,7.57494268,12.91,2.4,2.92,5.58,0.0,142.0,0.7000000000000001,42.26604,-4.8969248826612,589.8
1.7831249999999998,8.0,15.9994,1000,8.0,-1.167,13.0,0.0,20.22375,176.0,5.1,17.0,1.93125,44.1,8.46315729,16.2,2.30625,2.30625,6.50625,0.0,129.0,0.84,59.047975,-4.84908011690625,589.8
2.5388888888888888,16.0,32.065,1000,16.0,-4.516388888888888,4.8,104.42,17.333333333333332,154.0,4.65,7.7,3.111111111111111,25.7,8.63699786,37.48,1.7777777777777777,5.111111111111111,7.111111111111112,0.0,130.33333333333334,0.30000000000000004,135.23066666666668,-6.254277758333332,684.9
4.45299818516278,8.0,15.9994,300,8.0,-3.6192168421832367,2.6,0.0,25.760503216089088,190.0,5.1,41.0,4.073470042840035,32.9,9.91441468,50.21,1.4321164458820477,4.4549562340275815,5.284522031136187,0.0,125.0,0.56,114.45318213805108,-6.290786019736108,616.0
1.7559375,8.0,15.9994,1000,8.0,-1.11062499999375,13.0,0.0,20.060625,176.0,5.1,6.3,1.89375,44.1,6.14041474,16.2,2.25,2.23125,5.98125,0.0,133.5,0.93,61.5441625,-4.798202872843686,495.8
1.7531249999999998,8.0,15.9994,700,8.0,-1.1278125,13.0,0.0,20.1375,176.0,5.1,17.0,1.875,44.1,6.14041474,16.2,2.25,2.25,6.0,0.0,122.66666666666666,0.84,62.6504125,-4.81110452625,589.8
4.66175081251069,8.0,15.9994,1000,8.0,-3.791601797392071,2.6,0.0,26.771075935209677,190.0,5.1,41.0,4.025671390413031,32.9,9.91441468,50.21,1.3684390584086632,4.590152502006605,5.3163988999855265,0.0,125.0,0.56,121.51990289345909,-6.34676510937782,616.0
4.457941176470587,26.0,55.845,300,26.0,-3.1713235294117648,5.2,77.0,34.029411764705884,204.0,5.1,22.0,4.3235294117647065,34.4,8.38916182,19.79,2.117647058823529,5.088235294117646,12.735294117647056,0.0,150.25,0.5800000000000001,37.2764705882353,-5.101429856617648,527.8
1.7531249999999998,8.0,15.9994,300,8.0,-1.1278125,13.0,0.0,20.1375,176.0,5.1,17.0,1.875,44.1,6.14041474,16.2,2.25,2.25,6.0,0.0,122.66666666666666,0.84,62.6504125,-4.81110452625,589.8
1.1631999999999998,8.0,15.9994,700,8.0,-1.2727999999999997,7.3,0.0,9.070222222222222,215.0,4.05,9.6,2.888888888888889,62.8,4.90182207,30.0,2.6666666666666665,2.666666666666667,5.333333333333334,0.0,160.0,0.8299999999999998,13.14818888888889,-5.611564940822222,502.9
2.036,11.0,22.98976928,1000,11.0,-3.235933333205,18.8,142.26,9.2395,166.0,4.1,6.3,2.97,39.7,8.30350334,17.38,2.98,4.97,21.73,0.0,142.5,0.33,19.84325,-3.4026643514845496,495.8
4.4529411764705875,26.0,55.845,700,26.0,-3.177058823529412,5.2,77.0,34.23529411764706,204.0,4.93,22.0,4.352941176470589,34.4,8.38916182,19.79,2.117647058823529,5.176470588235294,12.705882352941178,0.0,158.33333333333334,0.5800000000000001,36.69411764705883,-5.136873833529412,527.8
1.4,8.0,15.9994,1000,8.0,-1.2505172414,21.7,0.0,17.08,176.0,4.45,17.0,2.2,44.1,7.57494268,12.91,2.4,3.0,5.4,0.0,127.0,0.7000000000000001,41.72444,-5.047854106068,589.8
2.316666666666667,29.0,63.54600000000001,300,29.0,-3.9120370368888886,16.5,160.15,20.4,145.0,4.45,43.0,2.666666666666667,33.9,9.05054728,17.38,2.2222222222222223,4.222222222222221,17.11111111111111,0.25,138.5,0.3499999999999999,107.8,-3.159213535186667,589.3
4.228571428571429,30.0,65.38,700,30.0,-1.8014285714285714,11.0,0.0,33.142857142857146,139.0,4.4,42.0,1.2857142857142858,30.2,8.38916182,19.79,1.2857142857142858,3.2857142857142856,13.285714285714285,0.0,130.5,0.06000000000000005,76.7,-2.47315524,833.7
1.56195,8.0,15.9994,300,8.0,-1.010065,5.7,112.1,0.0,142.0,4.55,0.0,3.197,26.1,8.39826763,36.94,2.803,2.403,8.802999999999997,0.3333333333333333,109.33333333333334,0.20000000000000015,32.73534,-3.926643639755,558.3
1.4396,8.0,15.9994,400,8.0,-1.17051724142,9.4,0.0,17.956,194.0,4.45,17.0,2.5,44.1,7.57494268,12.91,2.4,3.12,5.94,0.0,143.75,0.7000000000000001,30.39044,-5.208707393968202,564.0
1.3984,8.0,15.9994,300,8.0,-1.250606896572,7.3,0.0,16.92,176.0,4.45,17.0,2.208,44.1,7.57494268,30.0,2.4,2.992,5.392,0.0,136.25,0.7299999999999999,41.90796,-5.0521451311866405,589.8
4.291666666666667,28.0,58.6934,400,28.0,-2.810833333333333,5.7,10.0,41.83333333333333,175.0,5.2,58.0,4.666666666666666,27.0,9.05054728,27.2,0.6666666666666666,3.666666666666666,11.666666666666668,0.0,153.25,0.51,60.05,-6.252500201666668,642.0
1.2475,8.0,15.9994,1000,8.0,-1.3035,7.3,0.0,9.84,195.0,4.05,110.0,2.77,56.0,4.90182207,30.0,2.4,2.43,4.83,0.0,146.25,0.7999999999999999,6.20044,-4.8152261193,549.5
1.96296,8.0,15.9994,700,8.0,-1.0638,8.6,121.1,32.495999999999995,160.0,4.93,110.0,2.832,17.6,6.45149343,14.15,2.4,3.584,6.768000000000002,0.0,119.33333333333334,0.25,31.774040000000007,-6.16418682908,658.0
3.4219230769230773,25.0,54.938044999999995,400,25.0,-2.0733687002692305,11.0,0.0,16.792307692307695,187.0,4.45,31.0,1.4615384615384617,41.1,8.38916182,19.79,1.2692307692307692,4.0,15.230769230769232,0.0,155.0,0.6900000000000001,29.37384615384615,-2.8826541580900003,603.0
3.86575,12.0,24.305,300,12.0,-1.94535,2.6,0.0,11.353333333333332,148.0,4.7,31.0,1.3316666666666666,35.3,9.91441468,50.21,0.6683333333333333,2.668333333333333,2.708333333333333,0.0,133.33333333333334,0.3400000000000001,153.09978333333333,-2.834068835658333,703.3
4.67,14.0,28.0855,700,14.0,-5.501,2.6,13.599999999999996,0.0,120.0,4.7,100.0,4.0,22.2,9.91441468,50.21,2.0,4.0,6.0,0.0,115.5,0.1299999999999999,130.38,-5.263142313,762.1
1.7671428571428571,51.0,121.76,400,51.0,-3.2628809522214284,5.2,140.15,15.514285714285714,207.0,4.4,28.0,5.092857142857143,37.4,8.38916182,19.79,2.192857142857143,4.621428571428573,10.335714285714284,0.0,161.33333333333334,0.08000000000000007,9.166785714285714,-3.9974696390492137,538.1
4.3375,22.0,47.867,700,22.0,-2.72125,5.7,101.0,43.91666666666666,175.0,5.2,58.0,4.666666666666666,27.0,9.05054728,27.2,0.6666666666666666,3.666666666666666,10.5,0.0,154.6,0.51,59.89166666666666,-6.0066832308333336,642.0
2.036,11.0,22.98976928,300,11.0,-3.32509999983,18.8,137.45,10.777000000000001,166.0,4.1,6.3,2.97,39.7,8.30350334,17.38,2.98,4.97,21.73,0.0,150.0,0.33,19.882,-3.3614781760683003,495.8
1.3813,8.0,15.9994,700,8.0,-1.25414137933,21.7,0.0,16.398999999999994,187.0,4.45,17.0,2.15,44.1,7.57494268,12.91,2.4,2.96,5.49,0.0,142.0,0.7000000000000001,41.99524,-4.9723894943646005,589.8
1.5607799999999998,8.0,15.9994,1000,8.0,-1.0022259999999998,5.7,112.1,0.0,142.0,4.55,0.0,3.1988000000000003,26.1,8.39826763,36.94,2.8012,2.4012,8.8012,0.3333333333333333,109.33333333333334,0.20000000000000015,32.7744,-3.923135012102,558.3
1.2416666666666667,8.0,15.9994,300,8.0,-1.3454166666666667,7.3,0.0,8.658333333333333,195.0,4.05,110.0,2.466666666666667,56.0,4.90182207,30.0,2.333333333333333,2.3666666666666667,4.7,0.0,146.25,0.7999999999999999,5.748483333333334,-4.56863967825,549.5
2.05025,8.0,15.9994,700,8.0,-0.7868999999999999,23.1,96.1,21.4575,122.0,4.2,70.0,1.0125,17.3,7.76407342,10.71,2.0025,2.0025,8.9775,0.3333333333333333,103.0,0.06999999999999984,58.4362,-3.0046594680124996,577.6
4.228571428571429,30.0,65.38,300,30.0,-1.8014285714285714,11.0,0.0,33.142857142857146,139.0,4.4,42.0,1.2857142857142858,30.2,8.38916182,19.79,1.2857142857142858,3.2857142857142856,13.285714285714285,0.0,130.5,0.06000000000000005,76.7,-2.47315524,833.7
2.4137500000000003,8.0,15.9994,700,8.0,-0.81775,8.2,371.1,46.175,142.0,5.4,45.0,1.925,23.4,7.36882436,26.59,2.0,2.9000000000000004,7.825,0.0,120.25,0.5900000000000001,138.0337,-4.9691867072500004,720.0
1.96576,8.0,15.9994,400,8.0,-1.12944,11.8,117.1,32.288000000000004,139.0,4.93,58.0,2.8,27.0,9.05054728,13.81,2.416,3.584,6.848000000000001,0.0,112.33333333333334,0.53,32.131640000000004,-6.133673388840001,708.6
3.5785714285714283,13.0,26.9815386,300,13.0,-2.26,11.0,0.0,15.457142857142856,176.0,4.4,17.0,2.0,44.1,8.38916182,19.79,1.4285714285714286,3.4285714285714284,7.7142857142857135,0.3333333333333333,145.33333333333334,0.4799999999999999,129.9857142857143,-3.1346426907142857,577.6
1.9928571428571429,16.0,32.065,1000,16.0,-3.9578720236428566,4.8,104.42,16.57142857142857,154.0,4.65,7.7,3.7142857142857135,33.9,8.63699786,37.48,2.2857142857142856,6.0,11.0,0.0,132.33333333333334,0.0,60.337071428571434,-6.511641491817143,684.9
3.836666666666667,12.0,24.305,400,12.0,-1.9813333333333332,2.6,0.0,11.013333333333332,176.0,4.7,17.0,1.3333333333333333,44.1,9.91441468,50.21,0.6666666666666666,2.6666666666666665,2.6666666666666665,0.0,142.66666666666666,0.59,154.8,-2.8500227835,589.8
3.581785714285714,11.0,22.98976928,700,11.0,-2.24035714285,11.0,0.0,15.369285714285715,176.0,4.4,6.3,2.021428571428572,44.1,8.38916182,19.79,1.4285714285714286,3.4071428571428566,7.692857142857143,0.25,150.5,0.57,128.72142857142856,-3.1198979439642143,495.8
